MsgID.GLOBAL_POSITION,1516847788.2874060,-121.9938060,37.4135718,0.1970000
MsgID.LOCAL_VELOCITY,1516847788.2874060,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1516847788.3290439,-18.7807140,11.6268578,-0.2001033
MsgID.LOCAL_VELOCITY,1516847788.3290439,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1516847788.4175019,False,True
MsgID.GLOBAL_HOME,1516847788.4243641,-121.9939370,37.4137411,0.0000000
MsgID.GLOBAL_POSITION,1516847788.5353460,-121.9938062,37.4135724,0.2130000
MsgID.LOCAL_VELOCITY,1516847788.5353460,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1516847788.5793800,-18.7732639,11.6453390,-0.2165236
MsgID.LOCAL_VELOCITY,1516847788.5793800,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1516847788.7850530,-121.9938037,37.4135711,0.2220000
MsgID.LOCAL_VELOCITY,1516847788.7850530,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1516847788.8296909,-18.9156399,11.8778276,-0.2229894
MsgID.LOCAL_VELOCITY,1516847788.8296909,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1516847789.0357151,-121.9938032,37.4135700,0.2210000
MsgID.LOCAL_VELOCITY,1516847789.0357151,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1516847789.0805609,-18.9878616,11.8254356,-0.2194462
MsgID.LOCAL_VELOCITY,1516847789.0805609,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1516847789.2846270,-121.9938057,37.4135716,0.2080000
MsgID.LOCAL_VELOCITY,1516847789.2846270,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1516847789.3310761,-18.8176956,11.6750898,-0.2054767
MsgID.LOCAL_VELOCITY,1516847789.3310761,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1516847789.4169972,False,True
MsgID.GLOBAL_HOME,1516847789.4234309,-121.9939370,37.4137411,0.0000000
MsgID.GLOBAL_POSITION,1516847789.5346508,-121.9938033,37.4135712,0.1840000
MsgID.LOCAL_VELOCITY,1516847789.5346508,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1516847789.5810571,-18.9364853,11.9340801,-0.1763259
MsgID.LOCAL_VELOCITY,1516847789.5810571,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1516847789.7844479,-121.9938034,37.4135696,0.1450000
MsgID.LOCAL_VELOCITY,1516847789.7844479,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1516847789.8305011,-19.0578537,11.8447037,-0.1401595
MsgID.LOCAL_VELOCITY,1516847789.8305011,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1516847790.0358112,-121.9938054,37.4135706,0.1020000
MsgID.LOCAL_VELOCITY,1516847790.0358112,0.0000000,0.0000000,0.0000000
