MsgID.GLOBAL_POSITION,1520995197.7940531,-122.3974476,37.7924778,0.1970000
MsgID.LOCAL_VELOCITY,1520995197.7940531,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520995197.7957630,-0.2359172,0.2091990,-0.1979306
MsgID.LOCAL_VELOCITY,1520995197.7957630,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520995197.7971148,-122.3974468,37.7924780,0.2190000
MsgID.LOCAL_VELOCITY,1520995197.7971148,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520995197.7976100,-0.2117864,0.2823145,-0.2198931
MsgID.LOCAL_VELOCITY,1520995197.7976100,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520995197.7979450,-122.3974464,37.7924799,0.2320000
MsgID.LOCAL_VELOCITY,1520995197.7979450,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520995197.7982950,-0.0041850,0.3141200,-0.2326268
MsgID.LOCAL_VELOCITY,1520995197.7982950,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520995197.7988870,False,False
MsgID.GLOBAL_HOME,1520995197.7999260,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520995197.8002460,-122.3974470,37.7924790,0.2330000
MsgID.LOCAL_VELOCITY,1520995197.8002460,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520995197.8005610,-0.1084546,0.2610387,-0.2337177
MsgID.LOCAL_VELOCITY,1520995197.8005610,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520995197.8007810,-122.3974494,37.7924773,0.2210000
MsgID.LOCAL_VELOCITY,1520995197.8007810,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520995197.8012302,-0.2926863,0.0522270,-0.2214675
MsgID.LOCAL_VELOCITY,1520995197.8012302,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520995198.0459080,-122.3974488,37.7924782,0.1970000
MsgID.LOCAL_VELOCITY,1520995198.0459080,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520995198.0523341,-0.1914642,0.1039040,-0.1979278
MsgID.LOCAL_VELOCITY,1520995198.0523341,0.0000215,-0.0000272,0.0000187
MsgID.GLOBAL_POSITION,1520995198.2960262,-122.3974482,37.7924792,0.1660000
MsgID.LOCAL_VELOCITY,1520995198.2960262,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520995198.3004632,-0.0793461,0.1551131,-0.1667370
MsgID.LOCAL_VELOCITY,1520995198.3004632,0.0000047,0.0000050,0.0000212
MsgID.STATE,1520995198.3922381,True,True
MsgID.GLOBAL_HOME,1520995200.5824940,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520995200.5827250,-122.3974499,37.7924796,0.1340000
MsgID.LOCAL_VELOCITY,1520995200.5827250,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520995200.5829790,-0.0346427,0.0058053,-0.1345694
MsgID.LOCAL_VELOCITY,1520995200.5829790,-0.0000116,-0.0000203,0.0000174
MsgID.GLOBAL_POSITION,1520995200.5831831,-122.3974489,37.7924806,0.1000000
